Word,Count,Files,First Location
"SQS",12,3,"09_real_dialogues/output/_combined.md:2385"
"ledge",12,3,"09_real_dialogues/output/_combined.md:2784"
"agarikamachi",12,3,"09_real_dialogues/output/_combined.md:2788"
"perk",12,3,"09_real_dialogues/output/_combined.md:3048"
"namecards",12,3,"09_real_dialogues/output/_combined.md:3516"
"Reservation",12,6,"06_negotiation/output/_combined.md:196"
"middle",12,8,"06_negotiation/output/_combined.md:230"
"Ringi",12,5,"06_negotiation/output/_combined.md:245"
"reusable",12,3,"06_negotiation/output/_combined.md:2628"
"Reliability",12,4,"06_negotiation/output/_combined.md:3031"
"counterfactual",12,4,"06_negotiation/output/_combined.md:3657"
"adherence",12,4,"06_negotiation/output/_combined.md:3697"
"phase3",12,4,"04_horenso/output/_combined.md:1077"
"Tree",12,4,"04_horenso/output/_combined.md:2023"
"Incident",12,5,"04_horenso/output/_combined.md:2838"
"freq",12,3,"04_horenso/output/_combined.md:3310"
"facilitator",12,6,"04_horenso/output/_combined.md:3707"
"shadow",12,11,"04_horenso/output/_combined.md:6269"
"Callback",12,6,"12_hoa_year2/_pipeline/02_outline.md:56"
"Bon",12,4,"20_dai_year2/t07_natsu_obon/t07_NatsuObon_HoiThoai.md:7"
"Seoul",12,5,"26_dai_brse_year2/_pipeline/05_jp_vn_review.md:34"
"trau",12,3,"reading_collection/readings_0141_0173.json:1"
"rule_20_good_02",12,7,"07_visit_card/nội_dung/phần_III/rule_20_待機/conversation.json:1"
"rule_18_good_01",12,7,"07_visit_card/nội_dung/phần_III/rule_18_受付/conversation.json:1"
"rule_16_good_01",12,7,"07_visit_card/nội_dung/phần_III/rule_16_訪問準備/conversation.json:1"
"rule_22_good_02",12,6,"07_visit_card/nội_dung/phần_III/rule_22_社内案内/conversation.json:1"
"rule_19_good_02",12,7,"07_visit_card/nội_dung/phần_III/rule_19_コート/conversation.json:1"
"rule_10_good_01",12,7,"07_visit_card/nội_dung/phần_II/rule_10_上座下座/conversation.json:1"
"rule_10_good_02",12,7,"07_visit_card/nội_dung/phần_II/rule_10_上座下座/conversation.json:1"
"rule_12_good_01",12,7,"07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json:1"
"rule_14_good_01",12,7,"07_visit_card/nội_dung/phần_II/rule_14_アフターケア/conversation.json:1"
"rule_31_good_02",12,6,"07_visit_card/nội_dung/phần_V/rule_31_5名以上/conversation.json:1"
"rule_29_good_03",12,6,"07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json:1"
"rule_26_good_03",12,6,"07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json:1"
"rule_03_good_01",12,6,"07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json:1"
"rule_04_good_01",12,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_good_03",12,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"module_type",12,1,"11_jisshusei_shokuhin/_pipeline/state.json:1"
"regional_cheatsheet",12,12,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Dive",12,12,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"NEW",11,8,"03_meeting/README.md:29"
"sql",11,9,"03_meeting/README.md:36"
"profile",11,11,"02_phone/README.md:119"
"weekday",11,9,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:11"
"excellent",11,11,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:103"
"nem",11,9,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:21"
"flexibility",11,5,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:144"
"assign",11,11,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:3"
"subtle",11,8,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:53"
"Soft",11,9,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:83"
"Process",11,10,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:124"
"Track",11,8,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:125"
"article",11,5,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:3"
"conversion",11,7,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:68"
"reform",11,8,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:26"
"NDA",11,6,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:59"
"intervention",11,5,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:69"
"pedagogical",11,8,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:5"
"stakeholder",11,9,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:63"
"Paralympic",11,3,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md:131"
"cheat",11,8,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:758"
"receive",11,9,"07_visit_card/output/_combined.md:321"
"bye",11,5,"07_visit_card/output/_combined.md:1094"
"Book",11,9,"07_visit_card/output/_combined.md:1145"
"visible",11,8,"07_visit_card/output/_combined.md:1230"
"cau",11,9,"07_visit_card/output/_combined.md:1300"
"slack",11,8,"07_visit_card/output/_combined.md:1316"
"reflex",11,9,"07_visit_card/output/_combined.md:2988"
"secure",11,7,"07_visit_card/output/_combined.md:3168"
"teams",11,9,"07_visit_card/output/_combined.md:5261"
"Restaurant",11,8,"07_visit_card/meta/mục_lục.md:82"
"revision",11,10,"18_thai_year5/_pipeline/06_consistency.md:16"
"keep",11,11,"18_thai_year5/_pipeline/06_consistency.md:18"
"Empty",11,9,"18_thai_year5/_pipeline/08_revision_log.md:26"
"subagent",11,11,"18_thai_year5/_pipeline/05_jp_vn_review.md:9"
"CLIMAX",11,7,"18_thai_year5/t07_haha_visit/t07_HahaVisit_HoiThoai.md:1"
"demand",11,9,"18_thai_year5/_pipeline/07_council/domain_expert.md:48"
"quick",11,10,"18_thai_year5/_pipeline/07_council/pedagogue.md:24"
"reviews",11,7,"02_phone/nội_dung/_front_matter.md:132"
"border",11,7,"02_phone/nội_dung/_english_words_report.md:322"
"Trick",11,10,"02_phone/output/_combined.md:692"
"Same",11,10,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:32"
"rule_23_good_03",11,7,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:44"
"rule_31_good_04",11,7,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:62"
"Mix",11,9,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:205"
"Front",11,9,"02_phone/meta/STATUS.md:55"
"Eleven",11,5,"19_dai_year1/t04_baito_mensetsu/t04_BaitoMensetsu_HoiThoai.md:54"
"cameo",11,8,"19_dai_year1/_pipeline/06_consistency.md:33"
"kana",11,6,"19_dai_year1/_pipeline/08_revision_log.md:49"
"theme",11,5,"19_dai_year1/_pipeline/05_jp_vn_review.md:21"
"motivation",11,9,"19_dai_year1/_pipeline/05_jp_vn_review.md:21"
"hanabi",11,7,"19_dai_year1/_pipeline/05_jp_vn_review.md:64"
"Takoyaki",11,4,"19_dai_year1/t07_summer_matsuri/t07_SummerMatsuri_HoiThoai.md:84"
"Inari",11,3,"19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md:1"
"Drill",11,9,"19_dai_year1/t08_n4_n3_kentei/t08_N4N3Kentei_HoiThoai.md:37"
"Tra",11,11,"19_dai_year1/t06_class_presentation/t06_ClassPresentation_HoiThoai.md:178"
"suggestion",11,7,"19_dai_year1/_pipeline/07_council/linguist.md:44"
"Kokusai",11,9,"19_dai_year1/_pipeline/07_council/domain_expert.md:37"
"ADD",11,6,"19_dai_year1/_pipeline/07_council/domain_expert.md:60"
"expectation",11,8,"19_dai_year1/_pipeline/07_council/pedagogue.md:52"
"OsakaU",11,2,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:3"
"tracker",11,7,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:33"
"Solution",11,9,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:40"
"Sans",11,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:47"
"syntax",11,9,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:58"
"HTTP",11,4,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:1"
"threads",11,6,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:21"
"layers",11,8,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:35"
"Nguyen",11,8,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:52"
"lib",11,7,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:86"
"Lightning",11,5,"22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md:34"
"Remote",11,7,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:59"
"VPS",11,3,"22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md:1"
"orchestration",11,7,"22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md:113"
"paternity",11,5,"22_dai_daigaku_year2/_pipeline/07_council/domain_expert.md:46"
"invest",11,7,"22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md:26"
"Operator",11,10,"15_thai_year2/t01_mc_operator_start/t01_MCOperatorStart_HoiThoai.md:1"
"separate",11,10,"15_thai_year2/_pipeline/07_council/domain_expert.md:50"
"drama",11,6,"15_thai_year2/_pipeline/07_council/pedagogue.md:57"
"LED",11,7,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:147"
"SOP",11,5,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md:64"
"recruiter",11,4,"11_jisshusei_shokuhin/_pipeline/01_research.md:40"
"inbox",11,7,"01_email/output/_combined_vn.md:653"
"angel",11,5,"23_dai_daigaku_year3/t09_eureka_hizashi/t09_EurekaHizashi_HoiThoai.md:99"
"vitamin",11,3,"23_dai_daigaku_year3/t01_inoue_lab_join/t01_InoueLabJoin_HoiThoai.md:69"
"SPI",11,6,"23_dai_daigaku_year3/_pipeline/08_revision_log.md:72"
"LangChain",11,3,"23_dai_daigaku_year3/t06_claude_api/t06_ClaudeApi_HoiThoai.md:1"
"Setting",11,6,"14_thai_year1/_pipeline/01_research_master.md:14"
"TOP",11,5,"14_thai_year1/_pipeline/07_council/linguist.md:8"
"requirement",11,8,"14_thai_year1/_pipeline/07_council/domain_expert.md:80"
"strategic",11,8,"14_thai_year1/_pipeline/07_council/pedagogue.md:76"
"Situation",11,5,"05_presentation/output/_combined.md:247"
"Complication",11,4,"05_presentation/output/_combined.md:247"
"weakness",11,10,"05_presentation/output/_combined.md:287"
"charcoal",11,4,"05_presentation/output/_combined.md:429"
"breathing",11,5,"05_presentation/output/_combined.md:530"
"mitigation",11,6,"05_presentation/output/_combined.md:1810"
"visualization",11,6,"05_presentation/output/_combined.md:1904"
"redirect",11,7,"05_presentation/output/_combined.md:2129"
"Redirect",11,5,"05_presentation/output/_combined.md:2158"
"takeaways",11,7,"05_presentation/output/_combined.md:2352"
"Contact",11,4,"05_presentation/output/_combined.md:2437"
"Panic",11,4,"05_presentation/output/_combined.md:2847"
"happen",11,5,"05_presentation/output/_combined.md:2988"
"limited",11,9,"05_presentation/output/_combined.md:3009"
"Surprise",11,3,"05_presentation/output/_combined.md:4657"
"slides",11,8,"05_presentation/meta/mục_lục.md:86"
"informal",11,10,"17_thai_year4/_pipeline/07_council/domain_expert.md:25"
"command",11,5,"03_meeting/output/_combined.md:568"
"cushion",11,5,"03_meeting/output/_combined.md:2033"
"reverse",11,6,"03_meeting/output/_combined.md:2183"
"feeling",11,7,"03_meeting/output/_combined.md:2563"
"Progress",11,7,"03_meeting/output/_combined.md:3241"
"Tigers",11,8,"08_smalltalk/nội_dung/_front_matter.md:51"
"hanami",11,6,"08_smalltalk/output/_combined.md:1458"
"connoisseur",11,6,"08_smalltalk/output/_combined.md:1865"
"Kurokawa",11,4,"08_smalltalk/output/_combined.md:2535"
"Bubble",11,6,"08_smalltalk/output/_combined.md:3145"
"Conan",11,3,"08_smalltalk/output/_combined.md:3252"
"Fighters",11,6,"08_smalltalk/output/_combined.md:3682"
"Yoshida",11,5,"08_smalltalk/output/_combined.md:3717"
"Ueno",11,7,"08_smalltalk/output/_combined.md:3870"
"MAX",11,4,"08_smalltalk/output/_combined.md:4322"
"Maiko",11,4,"08_smalltalk/output/_combined.md:4790"
"tourist",11,7,"08_smalltalk/output/_combined.md:6654"
"that",11,8,"08_smalltalk/output/_combined.md:6808"
"Sorae",11,4,"08_smalltalk/output/_combined.md:7068"
"Okonomiyaki",11,8,"08_smalltalk/output/_combined.md:7100"
"dance",11,8,"08_smalltalk/output/_combined.md:7203"
"Drink",11,8,"08_smalltalk/output/_combined.md:7363"
"rare",11,9,"08_smalltalk/output/_combined.md:7759"
"want",11,7,"08_smalltalk/output/_combined.md:7992"
"rich",11,5,"08_smalltalk/output/_combined.md:8121"
"mae",11,8,"08_smalltalk/output/_combined.md:9075"
"Stay",11,11,"08_smalltalk/output/_combined.md:9456"
"binary",11,9,"08_smalltalk/output/_combined.md:10528"
"deflect",11,7,"08_smalltalk/meta/REVIEW_FINDINGS_JP.md:79"
"graduation",11,8,"24_dai_daigaku_year4/t12_graduation_day1/t12_GraduationDay1_HoiThoai.md:3"
"dilution",11,6,"24_dai_daigaku_year4/t09_cofounder_tuan_aiko/t09_CofounderTuanAiko_HoiThoai.md:91"
"GDPR",11,4,"24_dai_daigaku_year4/t11_sotsuron_defense/t11_SotsuronDefense_HoiThoai.md:48"
"Roppongi",11,7,"24_dai_daigaku_year4/t08_decision_startup/t08_DecisionStartup_HoiThoai.md:11"
"bring",11,8,"24_dai_daigaku_year4/t07_hackathon_osaka/t07_HackathonOsaka_HoiThoai.md:3"
"filtering",11,4,"24_dai_daigaku_year4/t02_naitei_offers/t02_NaiteiOffers_HoiThoai.md:14"
"West",11,4,"09_real_dialogues/output/_combined.md:134"
"brochure",11,8,"09_real_dialogues/output/_combined.md:248"
"Offer",11,8,"09_real_dialogues/output/_combined.md:578"
"Hint",11,11,"09_real_dialogues/output/_combined.md:1339"
"rang",11,7,"09_real_dialogues/output/_combined.md:1514"
"defining",11,7,"09_real_dialogues/output/_combined.md:3145"
"publicly",11,5,"09_real_dialogues/output/_combined.md:3402"
"Saturday",11,6,"09_real_dialogues/output/_combined.md:3742"
"Invite",11,7,"09_real_dialogues/output/_combined.md:3919"
"deliberate",11,11,"09_real_dialogues/output/_combined.md:4044"
"garden",11,5,"09_real_dialogues/output/_combined.md:4054"
"categories",11,9,"06_negotiation/output/_combined.md:913"
"solution",11,6,"06_negotiation/output/_combined.md:1045"
"agreed",11,7,"06_negotiation/output/_combined.md:1313"
"easy",11,7,"06_negotiation/output/_combined.md:1500"
"uplift",11,3,"06_negotiation/output/_combined.md:1802"
"license",11,8,"06_negotiation/output/_combined.md:2706"
"Renraku",11,5,"04_horenso/nội_dung/_front_matter.md:16"
"TICKET",11,3,"04_horenso/output/_combined.md:2737"
"Lesson",11,5,"04_horenso/output/_combined.md:3634"
"odori",11,4,"20_dai_year2/t07_natsu_obon/t07_NatsuObon_HoiThoai.md:147"
"eager",11,10,"26_dai_brse_year2/_pipeline/08_revision_log.md:11"
"VSCode",11,5,"21_dai_daigaku_year1/t02_dorm_friends/t02_DormFriends_HoiThoai.md:79"
"Brown",11,5,"21_dai_daigaku_year1/t03_first_class/t03_FirstClass_HoiThoai.md:124"
"Kamakura",11,1,"reading_collection/readings_0131_0140.json:1"
"hamburger",11,1,"reading_collection/readings_0031_0040.json:1"
"domain_expert_role",11,11,"25_dai_brse_year1/_pipeline/state.json:1"
"schema_version",11,11,"25_dai_brse_year1/_pipeline/state.json:1"
"phone_ring",11,10,"07_visit_card/nội_dung/_schema/rule_conversation.schema.json:1"
"rule_20_good_04",11,7,"07_visit_card/nội_dung/phần_III/rule_20_待機/conversation.json:1"
"rule_21_good_02",11,6,"07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json:1"
"rule_18_good_03",11,7,"07_visit_card/nội_dung/phần_III/rule_18_受付/conversation.json:1"
"rule_15_good_01",11,7,"07_visit_card/nội_dung/phần_II/rule_15_早退遅刻/conversation.json:1"
"rule_08_good_01",11,6,"07_visit_card/nội_dung/phần_II/rule_08_お出迎え/conversation.json:1"
"rule_12_good_03",11,6,"07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json:1"
"rule_11_good_01",11,7,"07_visit_card/nội_dung/phần_II/rule_11_お茶/conversation.json:1"
"rule_32_good_02",11,6,"07_visit_card/nội_dung/phần_V/rule_32_お辞儀角度/conversation.json:1"
"rule_27_good_03",11,5,"07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json:1"
"rule_06_good_01",11,6,"07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json:1"
"README",10,7,"04_horenso/README.md:11"
"force",10,9,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:3"
"gay",10,7,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:38"
"rest",10,7,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:58"
"effective",10,7,"25_dai_brse_year1/_pipeline/06_consistency.md:44"
"immigration",10,9,"25_dai_brse_year1/_pipeline/08_revision_log.md:43"
"discuss",10,10,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:3"
"Contract",10,8,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:131"
"migrate",10,7,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:26"
"implement",10,9,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:56"
"Product",10,7,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:115"
"projection",10,9,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:48"
"Parts",10,3,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:59"
"Revenue",10,7,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:134"
"NOT",10,8,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:65"
"Submit",10,6,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:75"
"prioritize",10,9,"25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md:3"
"viral",10,6,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:50"
"objective",10,8,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:10"
"Analyze",10,7,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:12"
"workplace",10,7,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md:31"
"outdoor",10,8,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:653"
"chen",10,9,"07_visit_card/output/_combined.md:752"
"jacket",10,7,"07_visit_card/output/_combined.md:1432"
"VND",10,7,"07_visit_card/output/_combined.md:2227"
"taboo",10,4,"07_visit_card/output/_combined.md:2444"
"sakura",10,8,"07_visit_card/output/_combined.md:2465"
"mono",10,5,"07_visit_card/output/_combined.md:2529"
"Xoay",10,6,"07_visit_card/output/_combined.md:2590"
"battery",10,8,"07_visit_card/output/_combined.md:5117"
"Chu",10,9,"18_thai_year5/t02_team_lead/t02_TeamLead_HoiThoai.md:41"
"Promotion",10,9,"18_thai_year5/_pipeline/06_consistency.md:14"
"unify",10,5,"18_thai_year5/_pipeline/08_revision_log.md:31"
"Machine",10,7,"18_thai_year5/_pipeline/05_jp_vn_review.md:28"
"Manila",10,2,"18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md:3"
"Jakarta",10,4,"18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md:51"
"Telegraphic",10,10,"18_thai_year5/_pipeline/07_council/linguist.md:34"
"stamp",10,9,"18_thai_year5/_pipeline/07_council/domain_expert.md:54"
"symbol",10,8,"18_thai_year5/_pipeline/07_council/domain_expert.md:72"
"chief",10,9,"18_thai_year5/_pipeline/07_council/domain_expert.md:74"
"READY",10,7,"18_thai_year5/_pipeline/07_council/domain_expert.md:91"
"ending",10,8,"18_thai_year5/_pipeline/07_council/pedagogue.md:57"
"rule_07_good_02",10,7,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:52"
"rule_13_good_02",10,8,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:57"
"digits",10,3,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:58"
"good_02",10,2,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:226"
"reorder",10,7,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:228"
"display",10,6,"02_phone/meta/STATUS.md:21"
"redundancy",10,7,"02_phone/meta/STATUS.md:85"
"Polish",10,9,"02_phone/meta/STATUS.md:164"
"Duy",10,8,"19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md:205"
"Myanmar",10,5,"19_dai_year1/t02_gakkou_shonichi/t02_GakkouShonichi_HoiThoai.md:3"
"Hatsumode",10,6,"19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md:162"
"Homestay",10,8,"19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md:165"
"Outline",10,8,"19_dai_year1/_pipeline/06_consistency.md:29"
"Scenes",10,10,"19_dai_year1/_pipeline/06_consistency.md:59"
"sectional",10,7,"19_dai_year1/_pipeline/08_revision_log.md:41"
"bon",10,3,"19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md:107"
"where",10,7,"19_dai_year1/t05_lawson_shonichi/t05_LawsonShonichi_HoiThoai.md:122"
"retention",10,7,"19_dai_year1/_pipeline/07_council/pedagogue.md:11"
"OSS",10,4,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:34"
"DNS",10,3,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:3"
"Ubuntu",10,2,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:3"
"Session",10,9,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:42"
"cable",10,7,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:46"
"authoritative",10,9,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:66"
"Virtual",10,8,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:27"
"SDK",10,3,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:15"
"Multilingual",10,4,"22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md:34"
"Modern",10,8,"22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md:115"
"Training",10,10,"22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md:134"
"Dart",10,4,"22_dai_daigaku_year2/t08_mobile_flutter/t08_MobileFlutter_HoiThoai.md:3"
"BEGIN",10,4,"22_dai_daigaku_year2/t05_db_sql/t05_DbSql_HoiThoai.md:52"
"should",10,7,"22_dai_daigaku_year2/_pipeline/07_council/linguist.md:15"
"Science",10,4,"22_dai_daigaku_year2/_pipeline/07_council/domain_expert.md:30"
"able",10,9,"22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md:49"
"warpage",10,8,"15_thai_year2/t05_defect_correction/t05_DefectCorrection_HoiThoai.md:3"
"retry",10,8,"15_thai_year2/_pipeline/05_jp_vn_review.md:37"
"Tia",10,9,"15_thai_year2/t03_edm_setup/t03_EDMSetup_HoiThoai.md:91"
"hin",10,8,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:239"
"Avoid",10,10,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:171"
"Xung",10,6,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:291"
"website",10,8,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md:54"
"Eisei",10,3,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:74"
"RELEASE",10,8,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:350"
"adjust",10,9,"11_jisshusei_shokuhin/_pipeline/02_outline.md:374"
"chars",10,7,"11_jisshusei_shokuhin/_pipeline/06_jp_vn_review.md:29"
"presence",10,6,"11_jisshusei_shokuhin/_pipeline/08_module_mapping.md:3"
"None",10,7,"11_jisshusei_shokuhin/_pipeline/08_module_mapping.md:44"
"footnote",10,10,"11_jisshusei_shokuhin/_pipeline/10_revision_log.md:54"
"External",10,7,"11_jisshusei_shokuhin/_pipeline/01_research.md:21"
"confirmed",10,8,"11_jisshusei_shokuhin/_pipeline/01_research.md:41"
"solid",10,7,"11_jisshusei_shokuhin/_pipeline/01_research.md:67"
"discipline",10,8,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_TuanDauNhaMay_LyThuyet.md:223"
"COVID",10,3,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_EiseiKanri_LyThuyet.md:31"
"expression",10,9,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_MatsuriSeikatsu_LyThuyet.md:48"
"nan",10,8,"01_email/output/_book_ja.md:4980"
"loan",10,5,"01_email/output/_combined_vn.md:1533"
"Tuan",10,6,"01_email/meta/STATUS.md:23"
"EMAIL",10,6,"01_email/meta/mục_lục_mới.md:1"
"vector",10,5,"23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md:15"
"req",10,5,"23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md:35"
"Performance",10,7,"23_dai_daigaku_year3/t02_pytorch_basic/t02_PytorchBasic_HoiThoai.md:13"
"NumPy",10,3,"23_dai_daigaku_year3/t02_pytorch_basic/t02_PytorchBasic_HoiThoai.md:21"
"contradiction",10,8,"23_dai_daigaku_year3/_pipeline/06_consistency.md:61"
"Anthropic",10,5,"23_dai_daigaku_year3/t06_claude_api/t06_ClaudeApi_HoiThoai.md:11"
"mechanism",10,7,"23_dai_daigaku_year3/t04_transformer_bert/t04_TransformerBert_HoiThoai.md:1"
"hours",10,9,"23_dai_daigaku_year3/t05_cybozu_intern_start/t05_CybozuInternStart_HoiThoai.md:44"
"metric",10,9,"23_dai_daigaku_year3/t05_cybozu_intern_start/t05_CybozuInternStart_HoiThoai.md:90"
"Convert",10,9,"23_dai_daigaku_year3/_pipeline/07_council/linguist.md:62"
"MIN",10,1,"14_thai_year1/_pipeline/06_consistency.md:25"
"Theme",10,3,"14_thai_year1/_pipeline/01_research_master.md:218"
