Word,Count,Files,First Location
"set_t12_bonenkai_furikaeri_mogi_sec2",1,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"set_t12_bonenkai_furikaeri_mogi_sec3",1,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"set_t12_bonenkai_furikaeri_mogi_sec4",1,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"set_t12_bonenkai_furikaeri_mogi_sec5",1,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"Mie",1,1,"14_thai_year1/_pipeline/state.json:1"
"cast_intro",1,1,"14_thai_year1/_pipeline/state.json:1"
"Bottleneck",1,1,"05_presentation/nội_dung/phần_III/rule_21_ロードマップ/conversation.json:1"
"rule_21_tpl_01",1,1,"05_presentation/nội_dung/phần_III/rule_21_ロードマップ/conversation.json:1"
"reconcile",1,1,"05_presentation/nội_dung/phần_III/rule_20_リスクと対策/conversation.json:1"
"residue",1,1,"05_presentation/nội_dung/phần_III/rule_18_顧客の声/conversation.json:1"
"colorful",1,1,"05_presentation/nội_dung/phần_III/rule_15_データ提示/conversation.json:1"
"rule_15_bad_05",1,1,"05_presentation/nội_dung/phần_III/rule_15_データ提示/conversation.json:1"
"Callout",1,1,"05_presentation/nội_dung/phần_III/rule_15_データ提示/conversation.json:1"
"Fantastic",1,1,"05_presentation/nội_dung/phần_II/rule_12_ムード作り/conversation.json:1"
"solve",1,1,"05_presentation/nội_dung/phần_II/rule_11_フック3パターン/conversation.json:1"
"mau",1,1,"05_presentation/nội_dung/phần_II/rule_08_30秒オープニング/conversation.json:1"
"Dump",1,1,"05_presentation/nội_dung/phần_II/rule_09_プレゼン自己紹介/conversation.json:1"
"rule_29_bad_05",1,1,"05_presentation/nội_dung/phần_V/rule_29_オンラインプレゼン/conversation.json:1"
"Webcam",1,1,"05_presentation/nội_dung/phần_V/rule_29_オンラインプレゼン/conversation.json:1"
"rule_30_bad_05",1,1,"05_presentation/nội_dung/phần_V/rule_30_ハイブリッド/conversation.json:1"
"rule_30_good_07",1,1,"05_presentation/nội_dung/phần_V/rule_30_ハイブリッド/conversation.json:1"
"nThang",1,1,"05_presentation/nội_dung/phần_V/rule_34_自己評価/conversation.json:1"
"Requester",1,1,"05_presentation/nội_dung/phần_V/rule_33_録画と共有/conversation.json:1"
"Announce",1,1,"05_presentation/nội_dung/phần_V/rule_33_録画と共有/conversation.json:1"
"rule_24_bad_05",1,1,"05_presentation/nội_dung/phần_IV/rule_24_持ち帰り/conversation.json:1"
"rule_24_good_06",1,1,"05_presentation/nội_dung/phần_IV/rule_24_持ち帰り/conversation.json:1"
"Leak",1,1,"05_presentation/nội_dung/phần_IV/rule_27_謝辞スライド/conversation.json:1"
"restrict",1,1,"05_presentation/nội_dung/phần_IV/rule_27_謝辞スライド/conversation.json:1"
"Download",1,1,"05_presentation/nội_dung/phần_IV/rule_27_謝辞スライド/conversation.json:1"
"shove",1,1,"05_presentation/nội_dung/phần_IV/rule_25_敵対的質問/conversation.json:1"
"rule_26_bad_05",1,1,"05_presentation/nội_dung/phần_IV/rule_26_クロージングCTA/conversation.json:1"
"substitute",1,1,"05_presentation/nội_dung/phần_IV/rule_28_事後フォロー/conversation.json:1"
"Acknowledgment",1,1,"05_presentation/nội_dung/phần_IV/rule_28_事後フォロー/conversation.json:1"
"ramble",1,1,"05_presentation/nội_dung/phần_IV/rule_23_LASR/conversation.json:1"
"Palette",1,1,"05_presentation/nội_dung/phần_I/rule_05_色彩心理/conversation.json:1"
"SCQ",1,1,"05_presentation/nội_dung/phần_I/rule_03_ストーリーアーク/conversation.json:1"
"Clock",1,1,"03_meeting/nội_dung/phần_II/rule_16_時間配分/conversation.json:1"
"rule_47_bad_01",1,1,"03_meeting/nội_dung/phần_V/rule_47_お礼メール/conversation.json:1"
"rule_47_kp_02",1,1,"03_meeting/nội_dung/phần_V/rule_47_お礼メール/conversation.json:1"
"rule_47_tpl_01",1,1,"03_meeting/nội_dung/phần_V/rule_47_お礼メール/conversation.json:1"
"Minimal",1,1,"03_meeting/nội_dung/phần_V/rule_46_議事録フォーマット/conversation.json:1"
"rule_46_bad_01",1,1,"03_meeting/nội_dung/phần_V/rule_46_議事録フォーマット/conversation.json:1"
"rule_46_bad_02",1,1,"03_meeting/nội_dung/phần_V/rule_46_議事録フォーマット/conversation.json:1"
"rule_46_tpl_01",1,1,"03_meeting/nội_dung/phần_V/rule_46_議事録フォーマット/conversation.json:1"
"rule_50_bad_01",1,1,"03_meeting/nội_dung/phần_V/rule_50_振り返り改善/conversation.json:1"
"rule_50_bad_02",1,1,"03_meeting/nội_dung/phần_V/rule_50_振り返り改善/conversation.json:1"
"rule_50_kp_02",1,1,"03_meeting/nội_dung/phần_V/rule_50_振り返り改善/conversation.json:1"
"rule_50_tpl_01",1,1,"03_meeting/nội_dung/phần_V/rule_50_振り返り改善/conversation.json:1"
"rule_48_bad_01",1,1,"03_meeting/nội_dung/phần_V/rule_48_欠席者対応/conversation.json:1"
"rule_48_kp_02",1,1,"03_meeting/nội_dung/phần_V/rule_48_欠席者対応/conversation.json:1"
"rule_49_bad_01",1,1,"03_meeting/nội_dung/phần_V/rule_49_CRM管理/conversation.json:1"
"rule_49_bad_02",1,1,"03_meeting/nội_dung/phần_V/rule_49_CRM管理/conversation.json:1"
"rule_39_bad_05",1,1,"03_meeting/nội_dung/phần_IV/rule_39_1on1/conversation.json:1"
"rule_34_good_07",1,1,"03_meeting/nội_dung/phần_IV/rule_34_ハイブリッド/conversation.json:1"
"Protocol",1,1,"03_meeting/nội_dung/phần_IV/rule_35_接続不良/conversation.json:1"
"rule_03_tpl_01",1,1,"03_meeting/nội_dung/phần_I/rule_03_会議室予約/conversation.json:1"
"rule_06_kp_02",1,1,"03_meeting/nội_dung/phần_I/rule_06_5分前到着/conversation.json:1"
"Shirakaba",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Topping",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Asahikawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Kitahiroshima",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Honshu",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Shiretoko",1,1,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Wanaka",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"Honma",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"tako",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"boke",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"Are",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"Colonel",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"Sanders",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"KFC",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"soul_food_3",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"hanshin_culture",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"comedy",1,1,"08_smalltalk/nội_dung/phần_III/rule_26_大阪/conversation.json:1"
"nikiri",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Sukiyabashi",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Jiro",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Shigeo",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Mimasuya",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Kikumasamune",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"shitamachi",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"yamanote",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"old_shops",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"Sanja",1,1,"08_smalltalk/nội_dung/phần_III/rule_23_関東東京/conversation.json:1"
"ninja",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Akami",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"shimofuri",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"futaego",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"shoga",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Karashi",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"renkon",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Hosokawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Tadatoshi",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"dagojiru",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"ikinari",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"takana",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"taipien",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Tro",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"tro",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Takamori",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Toshimichi",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Jigen",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Kuro",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"buta",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Shabu",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"shabu",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"ponzu",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"satsuma",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Agetateya",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Tsukiage",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Fukuyama",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Kurozu",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Kakishita",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"kumamoto",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"kagoshima",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Mascot",1,1,"08_smalltalk/nội_dung/phần_III/rule_31_熊本鹿児島/conversation.json:1"
"Danish",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Ogura",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Hitsumabushi",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"wasabi",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Toyotaism",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Waraji",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Tatsunami",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Moeyo",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"premium_chicken",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"morning_culture",1,1,"08_smalltalk/nội_dung/phần_III/rule_24_愛知/conversation.json:1"
"Okonomimura",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Shintenchi",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Reichan",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Kasaneyaki",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Hiroki",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"squat",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Amanohashidate",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Taira",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Momiji",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Hakataya",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"dote",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"kakimeshi",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Dote",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Anagomeshi",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"ekiben",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"Motonari",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"soba_vs_udon",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"oyster",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"dishes",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"carp",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"legends",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"championship",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"cheering",1,1,"08_smalltalk/nội_dung/phần_III/rule_28_広島/conversation.json:1"
"flower",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"district",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Otemae",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Sansenke",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Omotesenke",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Mushakojisenke",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Konnichian",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Kikunoi",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Murata",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Yoshihiro",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"chakaiseki",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"wanmono",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"hassun",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"takiawase",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"shiizakana",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"tomewan",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"hannari",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Kinran",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"nishiki",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"ori",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"donsu",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Jacquard",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Yume",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"dosu",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"Darari",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"tea_schools",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"five_hanamachi",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"maiko_geiko",1,1,"08_smalltalk/nội_dung/phần_III/rule_27_京都/conversation.json:1"
"nankuru",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Pork",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"beni",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"caviar",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Kumesen",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"habu",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"chindami",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Sangen",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Shamisen",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Asadoya",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Yunta",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Tinsagu",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Shimanchu",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Takara",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Natsukawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Rimi",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Actors",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Tsuboya",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Yachimun",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Gusuku",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"son",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"suizokukan",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"manta",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Ishigaki",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Miyako",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Iriomote",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"Chura",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"umi",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"main_food",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"artists",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"shisa",1,1,"08_smalltalk/nội_dung/phần_III/rule_32_沖縄/conversation.json:1"
"zunda",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Zunda",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Yonezawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"nihonshu",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Dewazakura",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Tatenokawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Hanagasa",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Namahage",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"kiritanpo",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"iburigakko",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Azumaya",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Bannai",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Shoyu",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Akatsuki",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"aomori",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"iwate",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"akita",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"miyagi",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"yamagata",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"fukushima",1,1,"08_smalltalk/nội_dung/phần_III/rule_22_東北/conversation.json:1"
"Reminder",1,1,"08_smalltalk/nội_dung/phần_III/rule_33_メモバンク/conversation.json:1"
"differentiators",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"tebo",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Nagata",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Yamashita",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"bukkake",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"kamaage",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"mairi",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Okusha",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Honkan",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"tetsu",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"cyclists",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Hirome",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"maru",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Tsukasabotan",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Suigei",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"henpai",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Bakumatsu",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Kameyama",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"YOSAKOI",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"naruko",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Uzushio",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"yuzu",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"sudachi",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Henro",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"sugegasa",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"kagawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"ehime",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"kochi",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"tokushima",1,1,"08_smalltalk/nội_dung/phần_III/rule_29_四国/conversation.json:1"
"Bib",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Gourmand",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Nira",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"bai",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"mentaiko",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Kawahara",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Kanefuku",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Ven",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Nankin",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"yawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"bariyawa",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"konaotoshi",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Kata",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"naka",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Daiei",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Son",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Masayoshi",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"yamakasa",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Oiyama",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"kakiyama",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"kazariyama",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Dontaku",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
"Kushida",1,1,"08_smalltalk/nội_dung/phần_III/rule_30_福岡/conversation.json:1"
