Word,Count,Files,Source Types,First Location
"ruby",41501,227,"md","_english_words_all.md"
"trong",7057,823,"json/md","_english_words_all.md"
"cho",6712,916,"json/md","_english_words_all.md"
"khi",5615,790,"json/md","_english_words_all.md"
"anh",4773,685,"json/md","_english_words_all.md"
"quan",4600,726,"json/md","_english_words_all.md"
"sau",3806,798,"json/md","_english_words_all.md"
"xin",3083,532,"json/md","_english_words_all.md"
"theo",2837,557,"json/md","_english_words_all.md"
"Hoa",2823,104,"json/md","_english_words_all.md"
"Tanaka",2462,339,"json/md","_english_words_all.md"
"Mai",2438,254,"json/md","_english_words_all.md"
"Anh",2388,556,"json/md","_english_words_all.md"
"qua",2333,527,"json/md","_english_words_all.md"
"zun",2295,324,"json/md","_english_words_all.md"
"male",2172,295,"json/md","_english_words_all.md"
"tin",2166,385,"json/md","_english_words_all.md"
"cao",1989,399,"json/md","_english_words_all.md"
"Khi",1919,391,"json/md","_english_words_all.md"
"Scene",1897,244,"json/md","_english_words_all.md"
"thay",1830,379,"json/md","_english_words_all.md"
"gia",1690,340,"json/md","_english_words_all.md"
"gian",1683,398,"json/md","_english_words_all.md"
"mail",1675,234,"json/md","_english_words_all.md"
"Linh",1591,284,"json/md","_english_words_all.md"
"ngay",1561,433,"json/md","_english_words_all.md"
"tay",1556,267,"json/md","_english_words_all.md"
"nay",1538,437,"json/md","_english_words_all.md"
"sai",1484,346,"json/md","_english_words_all.md"
"sinh",1454,314,"json/md","_english_words_all.md"
"con",1441,252,"json/md","_english_words_all.md"
"sao",1409,506,"json/md","_english_words_all.md"
"xem",1382,400,"json/md","_english_words_all.md"
"formal",1380,447,"json/md","_english_words_all.md"
"sang",1322,458,"json/md","_english_words_all.md"
"hai",1313,284,"json/md","_english_words_all.md"
"nghe",1310,356,"json/md","_english_words_all.md"
"Matsumoto",1280,286,"json/md","_english_words_all.md"
"nhau",1246,291,"json/md","_english_words_all.md"
"Slack",1206,185,"json/md","_english_words_all.md"
"hay",1199,331,"json/md","_english_words_all.md"
"Vocab",1187,576,"json/md","_english_words_all.md"
"Tokyo",1152,214,"json/md","_english_words_all.md"
"senior",1085,202,"json/md","_english_words_all.md"
"trang",1047,212,"json/md","_english_words_all.md"
"Kenjougo",1021,20,"json/md","_english_words_all.md"
"Hizashi",984,200,"json/md","_english_words_all.md"
"Suzuki",981,134,"json/md","_english_words_all.md"
"tham",970,255,"json/md","_english_words_all.md"
"Trong",947,276,"json/md","_english_words_all.md"
"doanh",923,160,"json/md","_english_words_all.md"
"kinh",922,193,"json/md","_english_words_all.md"
"trung",920,258,"json/md","_english_words_all.md"
"danh",888,225,"json/md","_english_words_all.md"
"xong",879,361,"json/md","_english_words_all.md"
"review",858,219,"json/md","_english_words_all.md"
"quy",847,215,"json/md","_english_words_all.md"
"ghi",838,284,"json/md","_english_words_all.md"
"Osaka",825,190,"json/md","_english_words_all.md"
"Sau",813,333,"json/md","_english_words_all.md"
"quen",806,185,"json/md","_english_words_all.md"
"team",805,188,"json/md","_english_words_all.md"
"Sonkeigo",804,19,"json/md","_english_words_all.md"
"single",771,52,"json/md","_english_words_all.md"
"CTO",768,181,"json/md","_english_words_all.md"
"vui",764,190,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"thi",748,207,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"email",743,205,"json/md","_english_words_all.md"
"Ghi",740,295,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"CFO",717,140,"json/md","07_visit_card/output/_combined.md"
"Xin",708,206,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"chi",702,260,"json/md","_english_words_all.md"
"dung",697,237,"json/md","01_email/README.md"
"tra",694,223,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"mang",692,222,"json/md","_english_words_all.md"
"Yamada",678,112,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"giao",669,224,"json/md","_english_words_all.md"
"chia",655,238,"json/md","01_email/README.md"
"tinh",647,155,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Nam",618,174,"json/md","_english_words_all.md"
"warm",599,264,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"deadline",597,148,"json/md","_english_words_all.md"
"check",591,216,"json/md","_english_words_all.md"
"mua",591,106,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"line",583,156,"json/md","_english_words_all.md"
"nhanh",574,228,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"thu",573,149,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"suy",561,145,"json/md","_english_words_all.md"
"san",552,132,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"chung",544,213,"json/md","reading_collection/READING_SPEC.md"
"lai",536,120,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"Hana",532,73,"json/md","_english_words_all.md"
"meeting",532,141,"json/md","_english_words_all.md"
"mong",525,195,"json/md","_english_words_all.md"
"matsumoto",525,137,"json/md","02_phone/README.md"
"business",515,206,"json/md","01_email/README.md"
"Uchi",509,20,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"Soto",491,20,"json/md","10_business_japanese/2.1.5_uchi_soto/2.1.5_UchiSoto_LyThuyet.md"
"chon_dap_an",486,15,"json/md","11_jisshusei_shokuhin/_pipeline/03_draft.md"
"Yumi",479,90,"json/md","_english_words_all.md"
"slide",476,99,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"neutral",476,242,"json/md","11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_MatsuriSeikatsu_LyThuyet.md"
"Danh",474,66,"json/md","_english_words_all.md"
"host",473,85,"json/md","_english_words_all.md"
"Hai",472,204,"json/md","_english_words_all.md"
"BJT",471,130,"json/md","_english_words_all.md"
"duy",470,154,"json/md","reading_collection/READING_SPEC.md"
"vocab",464,115,"json/md","02_phone/README.md"
"junior",462,116,"json/md","_english_words_all.md"
"Theo",462,138,"json/md","07_visit_card/meta/mục_lục.md"
"bay",450,115,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"Trung",446,110,"json/md","07_visit_card/output/_combined.md"
"Scenario",445,64,"json/md","07_visit_card/output/_combined.md"
"Mail",441,81,"json/md","07_visit_card/output/_combined.md"
"TTS",439,110,"json/md","_english_words_all.md"
"online",435,103,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"female",426,118,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"bao",423,217,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"scope",423,122,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"share",422,139,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"grammar",420,41,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"Tony",416,95,"json/md","_english_words_all.md"
"vai",415,157,"json/md","_english_words_all.md"
"Nakamura",402,122,"json/md","07_visit_card/output/_combined.md"
"Senior",398,119,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"hoa",397,87,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"oogaki_sales",390,108,"json/md","_english_words_all.md"
"MAJ",386,46,"md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"string",384,13,"json/md","_english_words_all.md"
"reply",381,106,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"LINE",376,137,"json/md","_english_words_all.md"
"pitch",373,100,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"quay",372,137,"json/md","_english_words_all.md"
"Email",370,112,"json/md","01_email/README.md"
"phong",367,120,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"Cty",361,104,"json/md","01_email/README.md"
"style",361,84,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"Inoue",358,62,"json/md","_english_words_all.md"
"casual",357,158,"json/md","_english_words_all.md"
"Quy",357,169,"json/md","02_phone/README.md"
"Action",356,76,"json/md","07_visit_card/output/_combined.md"
"Fix",353,62,"md","_english_words_all.md"
"dinner",352,108,"json/md","07_visit_card/output/_combined.md"
"agenda",342,88,"json/md","03_meeting/README.md"
"confirm",339,125,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"signal",338,85,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"trao",337,122,"json/md","_english_words_all.md"
"HCMC",337,46,"json/md","_english_words_all.md"
"action",337,97,"json/md","07_visit_card/output/_combined.md"
"HACCP",337,43,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"Minh",326,49,"json/md","01_email/README.md"
"Tuy",326,103,"json/md","25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md"
"Plan",325,61,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"ben",321,94,"json/md","_english_words_all.md"
"CRIT",320,55,"md","_english_words_all.md"
"mai",320,131,"json/md","_english_words_all.md"
"Notion",319,66,"json/md","_english_words_all.md"
"Trang",319,70,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"SSW1",319,60,"json/md","18_thai_year5/_pipeline/06_consistency.md"
"keigo",318,74,"json/md","_english_words_all.md"
"good_example",316,284,"json","07_visit_card/nội_dung/_schema/rule_conversation.schema.json"
"follow",315,105,"json/md","07_visit_card/output/_combined.md"
"Chi",312,107,"json/md","reading_collection/READING_SPEC.md"
"Aiko",311,72,"json/md","_english_words_all.md"
"Teineigo",308,10,"json/md","11_jisshusei_shokuhin/t05_furyou_hin/t05_FuryouHin_LyThuyet.md"
"coi",303,120,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"Sato",300,91,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"ban",299,114,"json/md","25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md"
"khu",299,76,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"Sakurai",297,67,"json/md","18_thai_year5/t08_decision/t08_Decision_HoiThoai.md"
"Kawakami",295,49,"json/md","18_thai_year5/t08_decision/t08_Decision_HoiThoai.md"
"Saitama",294,47,"json/md","_english_words_all.md"
"minh",293,129,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"linh",292,92,"json/md","_english_words_all.md"
"phone",292,95,"json/md","07_visit_card/output/_combined.md"
"song",291,119,"json/md","_english_words_all.md"
"owner",284,52,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"firm",284,169,"json/md","08_smalltalk/output/_combined.md"
"tranh",283,99,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"template",280,105,"json/md","03_meeting/README.md"
"khen",280,99,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"PMO",275,95,"json/md","_english_words_all.md"
"SLA",274,51,"json/md","11_jisshusei_shokuhin/_pipeline/09_council/linguist.md"
"LyThuyet",273,11,"json/md","11_jisshusei_shokuhin/_pipeline/08_module_mapping.md"
"onsite",272,58,"json/md","07_visit_card/nội_dung/_front_matter.md"
"json",271,92,"json/md","_english_words_all.md"
"ngon",271,81,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"khai",270,108,"json/md","reading_collection/READING_SPEC.md"
"channel",269,45,"json/md","05_presentation/output/_combined.md"
"fuon",265,71,"json/md","_english_words_all.md"
"nguy",264,73,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"ROI",259,51,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"fix",258,113,"json/md","_english_words_all.md"
"flow",257,97,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"tuan_leader",256,74,"json/md","_english_words_all.md"
"Yamato",254,46,"json/md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"Hou",253,30,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"first",252,109,"json/md","_english_words_all.md"
"trade",252,30,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"Hokkaido",252,46,"json/md","08_smalltalk/nội_dung/_front_matter.md"
"lead",251,116,"json/md","_english_words_all.md"
"defer",249,46,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"Cho",248,134,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"conversation",246,95,"json/md","_english_words_all.md"
"test",244,124,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"Kyoto",242,50,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"code",240,110,"json/md","_english_words_all.md"
"dokkai",240,12,"json","11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json"
"anchor",239,50,"json/md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"draft",238,91,"json/md","_english_words_all.md"
"intro",238,64,"json/md","07_visit_card/output/_combined.md"
"Yamamoto",237,70,"json/md","_english_words_all.md"
"app",237,93,"json/md","_english_words_all.md"
"relationship",237,65,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"moment",236,61,"json/md","_english_words_all.md"
"body",236,76,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"Putra",236,50,"json/md","18_thai_year5/t02_team_lead/t02_TeamLead_HoiThoai.md"
"plan",234,107,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Decision",234,59,"json/md","18_thai_year5/t08_decision/t08_Decision_HoiThoai.md"
"scene",233,74,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"self",233,85,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"demo",233,60,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"away",233,35,"json/md","05_presentation/output/_combined.md"
"khung",232,71,"json/md","02_phone/nội_dung/_english_words_report.md"
"video",231,93,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"cost",230,62,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"Self",229,79,"json/md","_english_words_all.md"
"link",228,74,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"Kimura",228,35,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"audience",227,64,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"bad_example",227,227,"json","07_visit_card/nội_dung/_schema/rule_conversation.schema.json"
"tech",226,84,"json/md","_english_words_all.md"
"CRITICAL",226,84,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"Template",226,100,"json/md","07_visit_card/output/_combined.md"
"Kansai",226,67,"json/md","19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md"
"uncertain",226,165,"json","07_visit_card/nội_dung/_schema/rule_conversation.schema.json"
"Thanh",224,41,"json/md","_english_words_all.md"
"nghi",223,108,"json/md","_english_words_all.md"
"Day",223,40,"json/md","_english_words_all.md"
"step",223,73,"json/md","22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md"
"bridge",222,75,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"internal",220,94,"json/md","_english_words_all.md"
"retro",220,23,"json/md","05_presentation/output/_combined.md"
"zun_inner",220,11,"json/md","09_real_dialogues/nội_dung/_front_matter.md"
"onsen",217,21,"json/md","11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_DatChanToiNhat_LyThuyet.md"
"full",215,112,"json/md","_english_words_all.md"
"next",215,73,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"pre",213,84,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"sung",212,106,"json/md","_english_words_all.md"
"ren",212,12,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"sou",211,11,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"Hiroshima",211,35,"json/md","08_smalltalk/nội_dung/_front_matter.md"
"item",210,65,"json/md","07_visit_card/output/_combined.md"
"API",209,75,"json/md","_english_words_all.md"
"dialogue",208,104,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"budget",208,69,"json/md","25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md"
"PDF",207,60,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"lan",207,56,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"commit",207,57,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"khoa",206,65,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"SAI",205,56,"json/md","18_thai_year5/_pipeline/07_council/linguist.md"
"cty",204,81,"json/md","07_visit_card/output/_combined.md"
"Nagoya",202,66,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"audit",201,66,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"family",200,71,"json/md","_english_words_all.md"
"for",200,84,"json/md","_english_words_all.md"
"phrase",200,66,"json/md","07_visit_card/output/_combined.md"
"JST",200,31,"json/md","01_email/output/_book_ja.md"
"sempai",199,61,"json/md","18_thai_year5/t09_marco_kaikoku/t09_MarcoKaikoku_HoiThoai.md"
"Putri",199,20,"json/md","12_hoa_year2/t06_chukan_y2/t06_ChukanY2_HoiThoai.md"
"Junior",197,63,"json/md","_english_words_all.md"
"checklist",197,88,"json/md","03_meeting/README.md"
"Loan",197,48,"json/md","02_phone/nội_dung/_front_matter.md"
"ISO",197,26,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"Satou",196,33,"json/md","19_dai_year1/t01_rainichi_osaka/t01_RainichiOsaka_HoiThoai.md"
"bow",195,34,"json/md","_english_words_all.md"
"Casual",195,29,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"off",194,88,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"thread",192,49,"json/md","25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md"
"Tech",191,93,"json/md","_english_words_all.md"
"uchi",191,18,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"tanaka_pmo",191,43,"json/md","08_smalltalk/meta/REVIEW_FINDINGS_JP.md"
"copy",189,93,"json/md","03_meeting/README.md"
"Stage",188,63,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"quanh",187,75,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"speech",187,51,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"tier",187,50,"json/md","07_visit_card/output/_combined.md"
"option",187,70,"json/md","18_thai_year5/_pipeline/08_revision_log.md"
"Series",186,32,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Best",185,52,"json/md","07_visit_card/output/_combined.md"
"Okinawa",184,26,"json/md","08_smalltalk/nội_dung/_front_matter.md"
"Tham",183,93,"json/md","_english_words_all.md"
"walk",183,36,"json/md","01_email/output/_combined_vn.md"
"Bridge",182,50,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"dialect",182,22,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"value",182,51,"json/md","22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md"
"MAJOR",181,71,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"good",181,72,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"English",181,72,"json/md","18_thai_year5/_pipeline/08_revision_log.md"
"case",180,74,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"xanh",179,56,"json/md","_english_words_all.md"
"Keigo",179,24,"json/md","18_thai_year5/_pipeline/05_jp_vn_review.md"
"Teams",178,67,"json/md","_english_words_all.md"
"Checklist",178,68,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Cast",177,82,"json/md","04_horenso/README.md"
"consistency",177,55,"md","25_dai_brse_year1/_pipeline/06_consistency.md"
"BrSE",176,26,"json/md","_english_words_all.md"
"call",176,75,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Kinh",176,63,"json/md","07_visit_card/output/_combined.md"
"back",176,67,"json/md","07_visit_card/meta/mục_lục.md"
"EOD",176,18,"json/md","04_horenso/output/_combined.md"
"Sai",175,67,"json/md","07_visit_card/output/_combined.md"
"depth",174,56,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"tai",174,52,"json/md","reading_collection/n3_drafts/N3_PLAN.md"
"Zoom",174,75,"json/md","07_visit_card/output/_combined.md"
"Bonenkai",174,24,"json/md","18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md"
"LOI",174,14,"json/md","06_negotiation/output/_combined.md"
"Toyota",173,62,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"timeline",173,96,"json/md","07_visit_card/output/_combined.md"
"escalation",173,42,"json/md","18_thai_year5/_pipeline/07_council/pedagogue.md"
"offline",172,52,"json/md","_english_words_all.md"
"rau",172,34,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"miso",172,43,"json/md","18_thai_year5/t07_haha_visit/t07_HahaVisit_HoiThoai.md"
"CRM",171,45,"json/md","_english_words_all.md"
"contract",170,49,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"round",170,54,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"bia",170,44,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"fixes",169,59,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"visa",169,68,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"practice",167,69,"json/md","04_horenso/README.md"
"Cybozu",167,39,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Kana",166,165,"md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"Why",166,37,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"trust",166,65,"json/md","02_phone/output/_combined.md"
"client",165,54,"json/md","_english_words_all.md"
"Next",165,55,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"buffer",165,48,"json/md","07_visit_card/output/_combined.md"
"thang",164,50,"json/md","_english_words_all.md"
"nakamura_cfo",164,49,"json/md","02_phone/README.md"
"production",164,74,"json/md","25_dai_brse_year1/_pipeline/08_revision_log.md"
"bank",164,43,"json/md","22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md"
"KAIZEN",164,12,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"thanh",162,74,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"cung",162,79,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"FSSC",162,8,"json/md","11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md"
"Sekininsha",162,32,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"top",161,71,"json/md","_english_words_all.md"
"prep",161,88,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"ringi",161,36,"json/md","03_meeting/output/_combined.md"
"cam",160,74,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"kickoff",159,60,"json/md","_english_words_all.md"
"xung",159,36,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"Better",157,17,"json/md","06_negotiation/output/_combined.md"
"event",156,46,"json/md","_english_words_all.md"
"sake",156,39,"json/md","07_visit_card/output/_combined.md"
"Hiroshi",156,39,"json/md","08_smalltalk/nội_dung/_front_matter.md"
"rule_01",155,56,"json/md","03_meeting/README.md"
"Tien",155,20,"json/md","01_email/output/_combined_jp.md"
"Anri",154,36,"json/md","_english_words_all.md"
"lobby",154,36,"json/md","07_visit_card/output/_combined.md"
"Nghe",153,81,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"the",152,65,"json/md","03_meeting/README.md"
"Review",152,121,"json/md","03_meeting/README.md"
"target",152,60,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"ngang",152,66,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"you",152,65,"json/md","07_visit_card/output/_combined.md"
"EJU",152,23,"json/md","19_dai_year1/t12_ichinen_keika/t12_IchinenKeika_HoiThoai.md"
"Phat",152,23,"json/md","01_email/output/_combined_vn.md"
"Recap",151,42,"json/md","11_jisshusei_shokuhin/_pipeline/03_draft.md"
"trai",150,45,"json/md","_english_words_all.md"
"mentor",150,75,"json/md","_english_words_all.md"
"sensei",150,64,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"Top",149,80,"json/md","_english_words_all.md"
"Kondo",149,26,"json/md","15_thai_year2/t05_defect_correction/t05_DefectCorrection_HoiThoai.md"
"setup",148,79,"json/md","_english_words_all.md"
"Setup",148,63,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"Sat",148,14,"json/md","09_real_dialogues/output/_combined.md"
