Word,Count,Files,Source Types,First Location
"Magoroku",1,1,"json","08_smalltalk/nội_dung/phần_III/rule_25_岐阜/conversation.json"
"Kanemoto",1,1,"json","08_smalltalk/nội_dung/phần_III/rule_25_岐阜/conversation.json"
"Toki",1,1,"json","08_smalltalk/nội_dung/phần_III/rule_25_岐阜/conversation.json"
"Mizunami",1,1,"json","08_smalltalk/nội_dung/phần_III/rule_25_岐阜/conversation.json"
"rule_13_good_07",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"Neko",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_kp_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"rule_13_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_13_家族/conversation.json"
"showa",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"heisei",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"reiwa",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Tabidachi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Yoru",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Nakamori",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Akina",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Pink",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Lady",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Hearts",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Nagabuchi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Tsuyoshi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Kitajima",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Juliana",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Disco",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"otaribu",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Honami",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Chage",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Aska",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Miraidon",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Indigo",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Disk",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Ikari",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Shinji",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_23",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Dragon",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Ball",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Hakusho",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_24",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_25",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_26",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_27",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Shirakami",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"Fubuki",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_28",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_29",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_30",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_31",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_good_32",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_kp_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"rule_18_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"merchandise",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_18_世代/conversation.json"
"sakuramochi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Somei",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Yoshino",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_07",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"yakatabune",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Yakatabune",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Suwa",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Shinhotaka",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_23",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_24",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_25",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_26",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_27",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_28",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_29",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_30",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_31",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"tazukuri",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_good_32",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"rule_16_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json"
"Kadan",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Sengokuhara",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Fufu",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Jigokudani",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"bicarbonate",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"sommelier",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Niseko",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Mao",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Shinmeikan",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"hang",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Yamamizuki",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Ikoi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"taki",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Kinrin",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_23",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"basashi",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"jidori",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_24",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_25",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_26",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_27",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_28",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_29",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_30",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_31",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_good_32",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"enthuse",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"Kake",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_15_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_15_旅行温泉/conversation.json"
"rule_10_good_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_07",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"Sports",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"Goya",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"chanpuru",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_kp_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"toyo",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"rule_10_tpl_01",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_10_出身地/conversation.json"
"forkball",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"strike",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"DAZN",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"snowboard",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"halfpipe",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"Flight",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_23",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_good_24",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_bad_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_kp_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"rule_20_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_20_ニュース/conversation.json"
"compe",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"Compe",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"takuhai",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"Driver",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_07",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_08",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_11",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_12",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_13",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_14",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"Alps",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_15",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_16",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_17",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_18",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_19",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_20",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_21",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_22",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"Masu",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_23",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"chanko",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_24",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_25",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_26",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_27",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_28",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_29",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_30",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"ranste",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_31",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_good_32",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_kp_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_kp_04",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_kp_05",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_kp_06",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_bjt_02",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"rule_14_bjt_03",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_14_趣味/conversation.json"
"Zun",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_17_健康/conversation.json"
"rule_17_good_09",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_17_健康/conversation.json"
"rule_17_good_10",1,1,"json","08_smalltalk/nội_dung/phần_II/rule_17_健康/conversation.json"
